D,G
1.4270941019058228,1.5957378149032593
1.3901619911193848,1.7069798707962036
1.386855959892273,1.7229769229888916
1.3864904642105103,1.715781569480896
1.3863922357559204,1.7142820358276367
1.386352300643921,1.7251741886138916
1.386332392692566,1.7215054035186768
1.386320948600769,1.7167972326278687
1.3863139152526855,1.718751311302185
1.3863091468811035,1.711517572402954
1.3863059282302856,1.7147690057754517
1.3863036632537842,1.70963454246521
1.386301875114441,1.701928734779358
1.3863006830215454,1.7119022607803345
1.3862996101379395,1.7142632007598877
1.386298656463623,1.7228552103042603
1.3862980604171753,1.7158074378967285
1.3862974643707275,1.7132115364074707
1.3862971067428589,1.7176001071929932
1.3862966299057007,1.7154325246810913
1.386296272277832,1.7144486904144287
1.3862959146499634,1.7109284400939941
1.3862957954406738,1.7130579948425293
1.3862956762313843,1.7139924764633179
1.3862954378128052,1.7039110660552979
1.3862954378128052,1.6981419324874878
1.386295199394226,1.6947505474090576
1.3862950801849365,1.6965655088424683
1.386294960975647,1.6885560750961304
1.386294960975647,1.6924493312835693
1.3862948417663574,1.692471981048584
1.3862947225570679,1.7000823020935059
1.3862947225570679,1.7041198015213013
1.3862947225570679,1.7072627544403076
1.3862946033477783,1.7054940462112427
1.3862946033477783,1.712355375289917
1.3862946033477783,1.710138201713562
1.3862946033477783,1.7105989456176758
1.3862946033477783,1.7115049362182617
1.3862946033477783,1.709731936454773
1.3862946033477783,1.7115294933319092
1.3862944841384888,1.716004729270935
1.3862944841384888,1.714676022529602
1.3862944841384888,1.7134954929351807
1.3862944841384888,1.7108263969421387
1.3862943649291992,1.7054780721664429
1.3862943649291992,1.6996828317642212
1.3862943649291992,1.70579195022583
1.3862943649291992,1.7004420757293701
1.3862943649291992,1.704615831375122
1.3862943649291992,1.703729510307312
1.3862943649291992,1.70343816280365
1.3862943649291992,1.7003190517425537
1.3862943649291992,1.6994316577911377
1.3862943649291992,1.6980974674224854
1.3862943649291992,1.695870280265808
1.3862943649291992,1.6954286098480225
1.3862943649291992,1.7007901668548584
1.3862943649291992,1.7025800943374634
1.3862943649291992,1.7016911506652832
1.3862943649291992,1.7030340433120728
1.3862943649291992,1.7030376195907593
1.3862943649291992,1.698576807975769
1.3862943649291992,1.6990262269973755
1.3862943649291992,1.6988807916641235
1.3862943649291992,1.699776530265808
1.3862943649291992,1.7029043436050415
1.3862943649291992,1.7015677690505981
1.3862943649291992,1.7033560276031494
1.3862943649291992,1.7024656534194946
1.3862943649291992,1.7002358436584473
1.3862943649291992,1.7002379894256592
1.3862943649291992,1.6993472576141357
1.3862943649291992,1.6989027261734009
1.3862943649291992,1.6975655555725098
1.3862943649291992,1.6966744661331177
1.3862943649291992,1.697122573852539
1.3862943649291992,1.6971242427825928
1.3862943649291992,1.697126030921936
1.3862943649291992,1.6998060941696167
1.3862943649291992,1.698914647102356
1.3862943649291992,1.697576642036438
1.3862943649291992,1.6980243921279907
1.3862943649291992,1.6989185810089111
1.3862943649291992,1.6984734535217285
1.3862943649291992,1.6966888904571533
1.3862943649291992,1.6966902017593384
1.3862943649291992,1.6980303525924683
1.3862943649291992,1.698477864265442
1.3862943649291992,1.6956514120101929
1.3862943649291992,1.6952059268951416
1.3862943649291992,1.692379355430603
1.3862943649291992,1.6941659450531006
1.3862943649291992,1.694612979888916
1.3862943649291992,1.6919353008270264
1.3862943649291992,1.6892573833465576
1.3862943649291992,1.6888116598129272
1.3862943649291992,1.6865800619125366
1.3862943649291992,1.688366413116455
1.3862943649291992,1.6883668899536133
1.3862943649291992,1.689706802368164
1.3862943649291992,1.688814640045166
1.3862943649291992,1.6899311542510986
1.3862943649291992,1.691494107246399
1.3862943649291992,1.6932802200317383
1.3862943649291992,1.6946200132369995
1.3862943649291992,1.6946204900741577
1.3862943649291992,1.6914958953857422
1.3862943649291992,1.69149649143219
1.3862943649291992,1.6879256963729858
1.3862943649291992,1.6874797344207764
1.3862943649291992,1.6843551397323608
1.3862943649291992,1.6794447898864746
1.3862943649291992,1.6798171997070312
1.3862943649291992,1.6791478395462036
1.3862943649291992,1.6804875135421753
1.3862943649291992,1.683166265487671
1.3862943649291992,1.68316650390625
1.3862943649291992,1.6831668615341187
1.3862943649291992,1.684059739112854
1.3862943649291992,1.6827207803726196
1.3862943649291992,1.681828260421753
1.3862943649291992,1.6794475317001343
1.3862943649291992,1.6776620149612427
1.3862943649291992,1.6781086921691895
1.3862943649291992,1.6790016889572144
1.3862943649291992,1.6754305362701416
1.3862943649291992,1.6763235330581665
1.3862943649291992,1.6776630878448486
1.3862943649291992,1.6772167682647705
1.3862943649291992,1.674538493156433
1.3862943649291992,1.675431489944458
1.3862943649291992,1.6767711639404297
1.3862943649291992,1.6794499158859253
1.3862943649291992,1.6790035963058472
1.3862943649291992,1.6803431510925293
1.3862943649291992,1.6806409358978271
1.3862943649291992,1.6810877323150635
1.3862943649291992,1.6788556575775146
1.3862943649291992,1.678409457206726
1.3862943649291992,1.6779632568359375
1.3862943649291992,1.6766241788864136
1.3862943649291992,1.674838662147522
1.3862943649291992,1.6730531454086304
1.3862943649291992,1.6743924617767334
1.3862943649291992,1.6752855777740479
1.3862943649291992,1.675285816192627
1.3862943649291992,1.6735002994537354
1.3862943649291992,1.6730539798736572
1.3862943649291992,1.6721612215042114
1.3862943649291992,1.670226812362671
1.3862943649291992,1.6693341732025146
1.3862943649291992,1.6697808504104614
1.3862943649291992,1.6702275276184082
1.3862943649291992,1.6720134019851685
1.3862943649291992,1.6697813272476196
1.3862943649291992,1.669335126876831
1.3862943649291992,1.6688889265060425
1.3862943649291992,1.667549729347229
1.3862943649291992,1.6679964065551758
1.3862943649291992,1.669782280921936
1.3862943649291992,1.6688896417617798
1.3862943649291992,1.6697826385498047
1.3862943649291992,1.6697826385498047
1.3862943649291992,1.6684436798095703
1.3862943649291992,1.6666580438613892
1.3862943649291992,1.667104721069336
1.3862943649291992,1.6666584014892578
1.3862943649291992,1.6684441566467285
1.3862943649291992,1.670676589012146
1.3862943649291992,1.6697838306427002
1.3862943649291992,1.667998194694519
1.3862943649291992,1.6648733615875244
1.3862943649291992,1.664873480796814
1.3862943649291992,1.6617486476898193
1.3862943649291992,1.6617488861083984
1.3862943649291992,1.660856008529663
1.3862943649291992,1.660409688949585
1.3862943649291992,1.6635347604751587
1.3862943649291992,1.6639811992645264
1.3862943649291992,1.6653207540512085
1.3862943649291992,1.6630886793136597
1.3862943649291992,1.665320873260498
1.3862943649291992,1.6648744344711304
1.3862943649291992,1.6644282341003418
1.3862943649291992,1.6626425981521606
1.3862943649291992,1.660857081413269
1.3862943649291992,1.661750078201294
1.3862943649291992,1.6617501974105835
1.3862943649291992,1.6635358333587646
1.3862943649291992,1.6635359525680542
1.3862943649291992,1.6648753881454468
1.3862943649291992,1.6648755073547363
1.3862943649291992,1.6644291877746582
1.3862943649291992,1.6635363101959229
1.3862943649291992,1.6630899906158447
1.3862943649291992,1.6626436710357666
1.3862943649291992,1.6617507934570312
1.3862943649291992,1.6604115962982178
1.3862943649291992,1.659518837928772
1.3862943649291992,1.659518837928772
1.3862943649291992,1.6595189571380615
1.3862943649291992,1.6560964584350586
1.3862943649291992,1.6569894552230835
1.3862943649291992,1.6569894552230835
1.3862943649291992,1.6569894552230835
1.3862943649291992,1.6565431356430054
1.3862943649291992,1.6574360132217407
1.3862943649291992,1.6569896936416626
1.3862943649291992,1.659221887588501
1.3862943649291992,1.6574362516403198
1.3862943649291992,1.6574362516403198
1.3862943649291992,1.6583292484283447
1.3862943649291992,1.6569899320602417
1.3862943649291992,1.6569899320602417
1.3862943649291992,1.6583293676376343
1.3862943649291992,1.6583293676376343
1.3862943649291992,1.6578829288482666
1.3862943649291992,1.6587759256362915
1.3862943649291992,1.6578830480575562
1.3862943649291992,1.6565438508987427
1.3862943649291992,1.6565438508987427
1.3862943649291992,1.657436728477478
1.3862943649291992,1.6574368476867676
1.3862943649291992,1.6578832864761353
1.3862943649291992,1.6578832864761353
1.3862943649291992,1.658329725265503
1.3862943649291992,1.6556512117385864
1.3862943649291992,1.656097650527954
1.3862943649291992,1.656097650527954
1.3862943649291992,1.6552048921585083
1.3862943649291992,1.654312014579773
1.3862943649291992,1.6538655757904053
1.3862943649291992,1.6538655757904053
1.3862943649291992,1.6534192562103271
1.3862943649291992,1.6534192562103271
1.3862943649291992,1.6547585725784302
1.3862943649291992,1.6547585725784302
1.3862943649291992,1.6552050113677979
1.3862943649291992,1.6543121337890625
1.3862943649291992,1.6534192562103271
1.3862943649291992,1.6552051305770874
1.3862943649291992,1.6547586917877197
1.3862943649291992,1.6538658142089844
1.3862943649291992,1.652972936630249
1.3862943649291992,1.6538658142089844
1.3862943649291992,1.6538658142089844
1.3862943649291992,1.6534194946289062
1.3862943649291992,1.6534193754196167
1.3862943649291992,1.652972936630249
1.3862943649291992,1.6529728174209595
1.3862943649291992,1.6527496576309204
1.3862943649291992,1.6520799398422241
1.3862943649291992,1.6498478651046753
1.3862943649291992,1.6498479843139648
1.3862943649291992,1.650443196296692
1.3862943649291992,1.650443196296692
1.3862943649291992,1.6495503187179565
1.3862943649291992,1.6491038799285889
1.3862943649291992,1.6495503187179565
1.3862943649291992,1.6486574411392212
1.3862943649291992,1.6486574411392212
1.3862943649291992,1.6495503187179565
1.3862943649291992,1.6482110023498535
1.3862943649291992,1.6473181247711182
1.3862943649291992,1.6468716859817505
1.3862943649291992,1.6477645635604858
1.3862943649291992,1.6459789276123047
1.3862943649291992,1.645532488822937
1.3862943649291992,1.6448627710342407
1.3862943649291992,1.644193172454834
1.3862943649291992,1.6433004140853882
1.3862943649291992,1.6441932916641235
1.3862943649291992,1.6446397304534912
1.3862943649291992,1.6446397304534912
1.3862943649291992,1.6446397304534912
1.3862943649291992,1.6448628902435303
1.3862943649291992,1.6441932916641235
1.3862943649291992,1.6428539752960205
1.3862943649291992,1.6437468528747559
1.3862943649291992,1.6450861692428589
1.3862943649291992,1.6433004140853882
1.3862943649291992,1.6433004140853882
1.3862943649291992,1.6424075365066528
1.3862943649291992,1.6415146589279175
1.3862943649291992,1.640175461769104
1.3862943649291992,1.640175461769104
1.3862943649291992,1.638836145401001
1.3862943649291992,1.6392825841903687
1.3862943649291992,1.6410681009292603
1.3862943649291992,1.642853856086731
1.3862943649291992,1.6437467336654663
1.3862943649291992,1.642853856086731
1.3862943649291992,1.6419609785079956
1.3862943649291992,1.6410681009292603
1.3862943649291992,1.6401753425598145
1.3862943649291992,1.6401753425598145
1.3862943649291992,1.6388360261917114
1.3862943649291992,1.6388360261917114
1.3862943649291992,1.6388360261917114
